category,descrip,name,topics,type,views,views_norm
Payroll,"Payroll information for all Los Angeles City Departments since 2013. Data for calendar years, updated on a quarterly basis by the Los Angeles City Controller's Office.",2015 LADOT Traffic Officer Earnings,"['overtime', 'healthcare', 'bonuses', 'personnel', 'payroll']",Filtered View,161.0,0.00815396302861484
Purchasing,Financial Data for the Checkbook Explorer since Fiscal Year 2012.,What We Buy- Goodyear Tires Police Dept,"['agencies', 'vendors', 'expenditures', 'echeckbook', 'checkbook']",Filtered View,161.0,0.00815396302861484
Payroll,"Payroll information for all Los Angeles City Departments since 2013. Data for calendar years, updated on a quarterly basis by the Los Angeles City Controller's Office.",Council Controlled Departments by Payroll,"['overtime', 'healthcare', 'bonuses', 'personnel', 'payroll']",Chart,160.0,0.008103317295517852
Purchasing,Financial Data for the Checkbook Explorer. Data since Fiscal Year 2012.,sanitation privacy,"['agencies', 'vendors', 'expenditures', 'echeckbook', 'checkbook']",Filtered View,160.0,0.008103317295517852
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Funds Relating to South Los Angeles - Crenshaw,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,159.0,0.008052671562420866
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 49E,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,159.0,0.008052671562420866
,,Unemployment Rate by Council Districts,"['population', 'employment', 'education', 'housing', 'gender']",Chart,158.0,0.00800202582932388
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 55K,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,158.0,0.00800202582932388
Finance,"Last Ten Fiscal Years
(amounts expressed in thousands, except per capita)",Bonds as % of Assessed Value (CAFR Pages 354-355),"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Chart,155.0,0.00785008863003292
Purchasing,Financial Data for the Checkbook Explorer. Data since Fiscal Year 2012.,Consultants,"['agencies', 'vendors', 'expenditures', 'echeckbook', 'checkbook']",Filtered View,155.0,0.00785008863003292
Finance,"DATA CULLED FROM  Collected Revenue from July 1, 2011 through August 31, 2014",RECREATION AND PARKS Revenue fiscal 2014 LA city,"['revenues', 'general fund', 'revenue', 'recreation and parks']",Filtered View,154.0,0.007799442896935933
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 922,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,152.0,0.00769815143074196
Purchasing,Financial Data for the Checkbook Explorer since Fiscal Year 2012.,What We Buy- Office Supplies,"['agencies', 'vendors', 'expenditures', 'echeckbook', 'checkbook']",Filtered View,152.0,0.00769815143074196
Revenue,"Budget versus Collected Revenue from July 1, 2011 through May 31, 2014",Parking fines revenue. 2012-2014,"['revenues', 'general fund', 'revenue']",Chart,152.0,0.00769815143074196
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 874,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,151.0,0.007647505697644974
Purchasing,Financial Data for the Checkbook Explorer since Fiscal Year 2012.,What We Buy- Arrowhead Water,"['agencies', 'vendors', 'expenditures', 'echeckbook', 'checkbook']",Filtered View,150.0,0.007596859964547987
Finance,Last Ten Fiscal Years (amounts expressed in thousands),Enterprise Net Available Revenue (CAFR Page 356-357),"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Chart,149.0,0.007546214231451001
,,Employment by Occupation by Gender for Council Districts,"['population', 'employment', 'education', 'housing', 'gender']",Chart,148.0,0.007495568498354014
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 70F,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,147.0,0.007444922765257027
Purchasing,Financial Data for the Checkbook Explorer. Data since Fiscal Year 2012.,FY 2015 Expenditures from Leimert Park/Crenshaw BID,"['agencies', 'vendors', 'expenditures', 'echeckbook', 'checkbook']",Filtered View,147.0,0.007444922765257027
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 56L,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,146.0,0.007394277032160041
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 157,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,146.0,0.007394277032160041
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 56D,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,146.0,0.007394277032160041
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 290,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,145.0,0.007343631299063054
Purchasing,Financial Data for the Checkbook Explorer. Data since Fiscal Year 2012.,Airport Dog Food Spending,"['agencies', 'vendors', 'expenditures', 'echeckbook', 'checkbook']",Filtered View,145.0,0.007343631299063054
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 52D,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,144.0,0.0072929855659660675
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 44B,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,144.0,0.0072929855659660675
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 811,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,144.0,0.0072929855659660675
